X,Y,Max_Depth_m,Time_of_Arrival,Duration_timesteps,Hazard_Class,Hazard_Index
407254.40595106815,4360455.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407279.40595106815,4360455.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407304.40595106815,4360455.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407329.40595106815,4360455.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407354.40595106815,4360455.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407379.40595106815,4360455.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407404.40595106815,4360455.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407429.40595106815,4360455.277999514,3.6554718,4,68,3,1.8277359
407454.40595106815,4360455.277999514,3.271698,4,69,3,1.635849
407479.40595106815,4360455.277999514,1.9218826,17,56,2,0.9609413
407504.40595106815,4360455.277999514,1.8606796,16,57,2,0.9303398
407529.40595106815,4360455.277999514,2.151268,16,57,2,1.075634
407554.40595106815,4360455.277999514,1.0313492,20,24,1,0.5156746
407579.40595106815,4360455.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407204.40595106815,4360430.277999514,0.0,-1,0,0,0.0
407229.40595106815,4360430.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407254.40595106815,4360430.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407279.40595106815,4360430.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407304.40595106815,4360430.277999514,0.0,-1,0,0,0.0
407329.40595106815,4360430.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407354.40595106815,4360430.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407379.40595106815,4360430.277999514,0.0,-1,0,0,0.0
407404.40595106815,4360430.277999514,3.5054169,5,67,3,1.7527084
407429.40595106815,4360430.277999514,3.7884064,5,67,3,1.8942032
407454.40595106815,4360430.277999514,3.177021,4,68,3,1.5885105
407479.40595106815,4360430.277999514,1.8890495,17,56,2,0.94452477
407504.40595106815,4360430.277999514,2.057537,16,57,2,1.0287685
407529.40595106815,4360430.277999514,1.9846992,17,56,2,0.9923496
407554.40595106815,4360430.277999514,0.6571808,21,9,1,0.3285904
407204.40595106815,4360405.277999514,0.0,-1,0,0,0.0
407229.40595106815,4360405.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407254.40595106815,4360405.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407279.40595106815,4360405.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407304.40595106815,4360405.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407329.40595106815,4360405.277999514,0.0,-1,0,0,0.0
407354.40595106815,4360405.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407379.40595106815,4360405.277999514,2.4749908,5,63,2,1.2374954
407404.40595106815,4360405.277999514,4.4383698,5,67,4,2.2191849
407429.40595106815,4360405.277999514,4.5107613,5,67,4,2.2553806
407454.40595106815,4360405.277999514,3.1476593,5,67,3,1.5738297
407479.40595106815,4360405.277999514,1.6085625,18,55,2,0.80428123
407504.40595106815,4360405.277999514,1.7766304,18,55,2,0.8883152
407529.40595106815,4360405.277999514,0.0,-1,0,0,0.0
407554.40595106815,4360405.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407179.40595106815,4360380.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407204.40595106815,4360380.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407229.40595106815,4360380.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407254.40595106815,4360380.277999514,0.0,-1,0,0,0.0
407279.40595106815,4360380.277999514,0.0,-1,0,0,0.0
407304.40595106815,4360380.277999514,0.0,-1,0,0,0.0
407329.40595106815,4360380.277999514,0.0,-1,0,0,0.0
407354.40595106815,4360380.277999514,0.0,-1,0,0,0.0
407379.40595106815,4360380.277999514,3.785984,5,67,3,1.892992
407404.40595106815,4360380.277999514,5.291336,5,67,4,2.645668
407429.40595106815,4360380.277999514,5.0150185,5,67,4,2.5075092
407454.40595106815,4360380.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360380.277999514,0.3396759,22,50,0,0.16983795
407504.40595106815,4360380.277999514,0.30153275,23,50,0,0.15076637
407529.40595106815,4360380.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407554.40595106815,4360380.277999514,0.0,-1,0,0,0.0
407179.40595106815,4360355.277999514,0.0,-1,0,0,0.0
407204.40595106815,4360355.277999514,0.0,-1,0,0,0.0
407229.40595106815,4360355.277999514,0.0,-1,0,0,0.0
407254.40595106815,4360355.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407279.40595106815,4360355.277999514,0.0,-1,0,0,0.0
407304.40595106815,4360355.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407329.40595106815,4360355.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407354.40595106815,4360355.277999514,0.0,-1,0,0,0.0
407379.40595106815,4360355.277999514,4.8301926,5,67,4,2.4150963
407404.40595106815,4360355.277999514,6.058548,5,67,4,3.029274
407429.40595106815,4360355.277999514,4.50618,5,67,4,2.25309
407454.40595106815,4360355.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360355.277999514,0.0,-1,0,0,0.0
407504.40595106815,4360355.277999514,0.0,-1,0,0,0.0
407529.40595106815,4360355.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407554.40595106815,4360355.277999514,0.0,-1,0,0,0.0
407179.40595106815,4360330.277999514,0.0,-1,0,0,0.0
407204.40595106815,4360330.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407229.40595106815,4360330.277999514,0.0,-1,0,0,0.0
407254.40595106815,4360330.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407279.40595106815,4360330.277999514,0.0,-1,0,0,0.0
407304.40595106815,4360330.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407329.40595106815,4360330.277999514,0.6964989,22,51,1,0.34824944
407354.40595106815,4360330.277999514,2.4587631,5,65,2,1.2293816
407379.40595106815,4360330.277999514,4.6669083,5,67,4,2.3334541
407404.40595106815,4360330.277999514,6.424938,5,67,4,3.212469
407429.40595106815,4360330.277999514,0.0,-1,0,0,0.0
407454.40595106815,4360330.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360330.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407504.40595106815,4360330.277999514,0.0,-1,0,0,0.0
407529.40595106815,4360330.277999514,0.0,-1,0,0,0.0
407554.40595106815,4360330.277999514,0.0,-1,0,0,0.0
407154.40595106815,4360305.277999514,0.0,-1,0,0,0.0
407179.40595106815,4360305.277999514,0.0,-1,0,0,0.0
407204.40595106815,4360305.277999514,0.0,-1,0,0,0.0
407229.40595106815,4360305.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407254.40595106815,4360305.277999514,1.4238396,21,52,1,0.7119198
407279.40595106815,4360305.277999514,1.552597,20,53,2,0.7762985
407304.40595106815,4360305.277999514,1.0106812,6,17,1,0.5053406
407329.40595106815,4360305.277999514,1.318203,19,25,1,0.6591015
407354.40595106815,4360305.277999514,3.9211617,6,66,3,1.9605808
407379.40595106815,4360305.277999514,4.3506203,5,67,4,2.1753101
407404.40595106815,4360305.277999514,3.764595,5,67,3,1.8822975
407429.40595106815,4360305.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407454.40595106815,4360305.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360305.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407504.40595106815,4360305.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407529.40595106815,4360305.277999514,0.0,-1,0,0,0.0
407154.40595106815,4360280.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407179.40595106815,4360280.277999514,0.0,-1,0,0,0.0
407204.40595106815,4360280.277999514,0.44730377,23,5,0,0.22365189
407229.40595106815,4360280.277999514,1.6578102,19,54,2,0.8289051
407254.40595106815,4360280.277999514,2.0247307,6,67,2,1.0123653
407279.40595106815,4360280.277999514,1.9344711,6,67,2,0.96723557
407304.40595106815,4360280.277999514,1.3199348,6,60,1,0.6599674
407329.40595106815,4360280.277999514,1.9686852,6,61,2,0.9843426
407354.40595106815,4360280.277999514,4.0850983,6,66,4,2.0425491
407379.40595106815,4360280.277999514,4.276329,6,66,4,2.1381645
407404.40595106815,4360280.277999514,2.9915733,5,67,3,1.4957867
407429.40595106815,4360280.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407454.40595106815,4360280.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360280.277999514,0.0,-1,0,0,0.0
407504.40595106815,4360280.277999514,0.0,-1,0,0,0.0
407529.40595106815,4360280.277999514,0.0,-1,0,0,0.0
407154.40595106815,4360255.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407179.40595106815,4360255.277999514,0.0,-1,0,0,0.0
407204.40595106815,4360255.277999514,0.7714653,21,13,1,0.38573265
407229.40595106815,4360255.277999514,1.6613312,14,59,2,0.8306656
407254.40595106815,4360255.277999514,2.007965,6,67,2,1.0039825
407279.40595106815,4360255.277999514,1.8431053,6,67,2,0.92155266
407304.40595106815,4360255.277999514,1.3013153,6,67,1,0.65065765
407329.40595106815,4360255.277999514,3.880062,6,66,3,1.940031
407354.40595106815,4360255.277999514,3.9593124,6,66,3,1.9796562
407379.40595106815,4360255.277999514,3.8487854,6,66,3,1.9243927
407404.40595106815,4360255.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407429.40595106815,4360255.277999514,0.0,-1,0,0,0.0
407454.40595106815,4360255.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360255.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407504.40595106815,4360255.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407529.40595106815,4360255.277999514,0.0,-1,0,0,0.0
407129.40595106815,4360230.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407154.40595106815,4360230.277999514,0.0,-1,0,0,0.0
407179.40595106815,4360230.277999514,0.0,-1,0,0,0.0
407204.40595106815,4360230.277999514,0.2792549,25,48,0,0.13962746
407229.40595106815,4360230.277999514,0.96964645,21,18,1,0.48482323
407254.40595106815,4360230.277999514,1.2920532,6,57,1,0.6460266
407279.40595106815,4360230.277999514,1.3030167,6,67,1,0.65150833
407304.40595106815,4360230.277999514,1.5344162,6,67,2,0.7672081
407329.40595106815,4360230.277999514,4.0219345,6,66,4,2.0109673
407354.40595106815,4360230.277999514,3.8117905,6,66,3,1.9058952
407379.40595106815,4360230.277999514,0.0,-1,0,0,0.0
407404.40595106815,4360230.277999514,0.0,-1,0,0,0.0
407429.40595106815,4360230.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407454.40595106815,4360230.277999514,0.0,-1,0,0,0.0
407479.40595106815,4360230.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407504.40595106815,4360230.277999514,0.0,-1,0,0,0.0
407529.40595106815,4360230.277999514,0.0,-1,0,0,0.0
407129.40595106815,4360205.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407154.40595106815,4360205.277999514,0.0,-1,0,0,0.0
407179.40595106815,4360205.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407204.40595106815,4360205.277999514,0.5826416,22,51,0,0.2913208
407229.40595106815,4360205.277999514,0.88924026,22,51,1,0.44462013
407254.40595106815,4360205.277999514,0.90631104,21,52,1,0.45315552
407279.40595106815,4360205.277999514,1.879055,6,55,2,0.9395275
407304.40595106815,4360205.277999514,3.9287338,6,67,3,1.9643669
407329.40595106815,4360205.277999514,3.9731941,6,65,3,1.9865971
407354.40595106815,4360205.277999514,3.2440567,6,66,3,1.6220284
407379.40595106815,4360205.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407404.40595106815,4360205.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407429.40595106815,4360205.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407454.40595106815,4360205.277999514,0.0,-1,0,0,0.0
407479.40595106815,4360205.277999514,0.0,-1,0,0,0.0
407504.40595106815,4360205.277999514,0.0,-1,0,0,0.0
407529.40595106815,4360205.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407129.40595106815,4360180.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407154.40595106815,4360180.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407179.40595106815,4360180.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407204.40595106815,4360180.277999514,0.0,-1,0,0,0.0
407229.40595106815,4360180.277999514,0.5480614,22,39,0,0.2740307
407254.40595106815,4360180.277999514,0.83618927,22,51,1,0.41809464
407279.40595106815,4360180.277999514,1.8797646,9,64,2,0.9398823
407304.40595106815,4360180.277999514,3.904026,6,66,3,1.952013
407329.40595106815,4360180.277999514,3.8379974,6,65,3,1.9189987
407354.40595106815,4360180.277999514,0.0,-1,0,0,0.0
407379.40595106815,4360180.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407404.40595106815,4360180.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407429.40595106815,4360180.277999514,0.0,-1,0,0,0.0
407454.40595106815,4360180.277999514,0.0,-1,0,0,0.0
407479.40595106815,4360180.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407504.40595106815,4360180.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407129.40595106815,4360155.277999514,0.0,-1,0,0,0.0
407154.40595106815,4360155.277999514,0.0,-1,0,0,0.0
407179.40595106815,4360155.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407204.40595106815,4360155.277999514,0.0,-1,0,0,0.0
407229.40595106815,4360155.277999514,0.0,-1,0,0,0.0
407254.40595106815,4360155.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407279.40595106815,4360155.277999514,2.7999115,9,64,3,1.3999557
407304.40595106815,4360155.277999514,3.5911407,9,64,3,1.7955704
407329.40595106815,4360155.277999514,3.5307426,6,65,3,1.7653713
407354.40595106815,4360155.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407379.40595106815,4360155.277999514,0.0,-1,0,0,0.0
407404.40595106815,4360155.277999514,0.0,-1,0,0,0.0
407429.40595106815,4360155.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407454.40595106815,4360155.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360155.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407504.40595106815,4360155.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407204.40595106815,4360130.277999514,0.0,-1,0,0,0.0
407229.40595106815,4360130.277999514,0.78437805,22,8,1,0.39218903
407254.40595106815,4360130.277999514,2.0769043,13,60,2,1.0384521
407279.40595106815,4360130.277999514,4.253502,9,64,4,2.126751
407304.40595106815,4360130.277999514,2.6655731,9,64,3,1.3327866
407329.40595106815,4360130.277999514,2.498188,9,64,2,1.249094
407354.40595106815,4360130.277999514,0.0,-1,0,0,0.0
407379.40595106815,4360130.277999514,0.0,-1,0,0,0.0
407404.40595106815,4360130.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407429.40595106815,4360130.277999514,0.0,-1,0,0,0.0
407454.40595106815,4360130.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360130.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407504.40595106815,4360130.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407279.40595106815,4360105.277999514,3.7983322,9,64,3,1.8991661
407304.40595106815,4360105.277999514,3.703579,9,64,3,1.8517895
407329.40595106815,4360105.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407354.40595106815,4360105.277999514,0.0,-1,0,0,0.0
407379.40595106815,4360105.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407404.40595106815,4360105.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407429.40595106815,4360105.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407454.40595106815,4360105.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360105.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407504.40595106815,4360105.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407354.40595106815,4360080.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407379.40595106815,4360080.277999514,0.0,-1,0,0,0.0
407404.40595106815,4360080.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407429.40595106815,4360080.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407454.40595106815,4360080.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407479.40595106815,4360080.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407429.40595106815,4360055.277999514,0.0,-1,0,0,0.0
407454.40595106815,4360055.277999514,0.0,-1,0,0,0.0
407479.40595106815,4360055.277999514,3.8146973e-06,-1,0,0,1.9073486e-06
407457.10730046127,4361112.234619573,0.0,-1,0,0,0.0
407412.04093984026,4361055.277999514,0.0,-1,0,0,0.0
407423.1425168072,4361086.342501879,0.0,-1,0,0,0.0
407396.5769658808,4361012.006610498,0.0,-1,0,0,0.0
407563.09644567914,4361089.670292668,0.0,-1,0,0,0.0
407486.56674782844,4361105.962915055,0.0,-1,0,0,0.0
407504.40595106815,4361102.165076959,0.0,-1,0,0,0.0
407529.40595106815,4361096.84275672,0.0,-1,0,0,0.0
407654.40595106815,4361070.231155531,0.0,-1,0,0,0.0
407714.86397239496,4361049.909113346,0.0,-1,0,0,0.0
407588.09644567914,4361084.34797243,0.0,-1,0,0,0.0
407604.40595106815,4361080.875796007,0.0,-1,0,0,0.0
407405.5112607526,4361037.006610498,0.0,-1,0,0,0.0
407629.40595106815,4361075.553475768,0.0,-1,0,0,0.0
407710.7280404008,4361030.277999514,0.0,-1,0,0,0.0
407385.2380552249,4360980.277999514,0.0,-1,0,0,0.0
407370.01141495444,4360937.670719116,0.0,-1,0,0,0.0
407705.4609780862,4361005.277999514,0.0,-1,0,0,0.0
407700.19391577167,4360980.277999514,0.0,-1,0,0,0.0
407378.9457098263,4360962.670719116,0.0,-1,0,0,0.0
407694.9268534571,4360955.277999514,0.0,-1,0,0,0.0
407358.43517060945,4360905.277999514,0.0,-1,0,0,0.0
407687.90912700887,4360921.968509189,0.0,-1,0,0,0.0
407352.38015889993,4360888.334827734,0.0,-1,0,0,0.0
407682.6420646943,4360896.968509189,0.0,-1,0,0,0.0
407661.6900006343,4360797.519979777,0.0,-1,0,0,0.0
407343.4458640281,4360863.334827734,0.0,-1,0,0,0.0
407679.1256665135,4360880.277999514,0.0,-1,0,0,0.0
407333.57278256415,4360835.7079091985,0.0,-1,0,0,0.0
407673.858604199,4360855.277999514,0.0,-1,0,0,0.0
407324.63848769234,4360810.7079091985,0.0,-1,0,0,0.0
407668.59154188447,4360830.277999514,0.0,-1,0,0,0.0
407313.76369625045,4360780.277999514,0.0,-1,0,0,0.0
407298.07293676597,4360736.372017818,0.0,-1,0,0,0.0
407307.0072316378,4360761.372017818,0.0,-1,0,0,0.0
407656.42293831974,4360772.519979777,0.0,-1,0,0,0.0
407635.4708742597,4360673.071450366,0.0,-1,0,0,0.0
407652.7903549408,4360755.277999514,0.0,-1,0,0,0.0
407286.960811635,4360705.277999514,0.0,-1,0,0,0.0
407647.5232926263,4360730.277999514,0.0,-1,0,0,0.0
407642.25623031176,4360705.277999514,0.0,-1,0,0,0.0
407271.5073858396,4360662.036126437,0.0,-1,0,0,0.0
407280.4416807114,4360687.036126437,0.0,-1,0,0,0.0
407260.15792701964,4360630.277999514,0.0,-1,0,0,0.0
407630.20381194516,4360648.071450366,0.0,-1,0,0,0.0
407626.45504336816,4360630.277999514,0.0,-1,0,0,0.0
407614.0605241405,4360571.447675856,0.0,-1,0,0,0.0
407244.9418349132,4360587.700235055,0.0,-1,0,0,0.0
407253.8761297851,4360612.700235055,0.0,-1,0,0,0.0
407621.1879810536,4360605.277999514,0.0,-1,0,0,0.0
407587.84139776585,4360446.999146444,0.0,-1,0,0,0.0
407233.35504240426,4360555.277999514,0.0,-1,0,0,0.0
407608.79346182593,4360546.447675856,0.0,-1,0,0,0.0
407605.38679411,4360530.277999514,0.0,-1,0,0,0.0
407600.11973179545,4360505.277999514,0.0,-1,0,0,0.0
407218.3762839869,4360513.364343673,0.0,-1,0,0,0.0
407199.5689076511,4360460.737425137,0.0,-1,0,0,0.0
407227.3105788587,4360538.364343673,0.0,-1,0,0,0.0
407208.50320252293,4360485.737425137,0.0,-1,0,0,0.0
407579.0514825373,4360405.277999514,0.0,-1,0,0,0.0
407573.78442022274,4360380.277999514,0.0,-1,0,0,0.0
407594.8526694809,4360480.277999514,0.0,-1,0,0,0.0
407582.57433545135,4360421.999146444,0.0,-1,0,0,0.0
407188.68356804526,4360430.277999514,0.0,-1,0,0,0.0
407173.00335672474,4360386.401533756,0.0,-1,0,0,0.0
407181.9376515966,4360411.401533756,0.0,-1,0,0,0.0
407561.62227139133,4360322.550617032,0.0,-1,0,0,0.0
407568.5173579082,4360355.277999514,0.0,-1,0,0,0.0
407161.8806834299,4360355.277999514,0.0,-1,0,0,0.0
407146.4378057984,4360312.065642375,0.0,-1,0,0,0.0
407155.37210067024,4360337.065642375,0.0,-1,0,0,0.0
407552.7161709646,4360280.277999514,0.0,-1,0,0,0.0
407547.4491086501,4360255.277999514,0.0,-1,0,0,0.0
407556.3552090768,4360297.550617032,0.0,-1,0,0,0.0
407135.0777988145,4360280.277999514,0.0,-1,0,0,0.0
407535.40314501675,4360198.102087621,0.0,-1,0,0,0.0
407119.8722548721,4360237.729750993,0.0,-1,0,0,0.0
407128.80654974387,4360262.729750993,0.0,-1,0,0,0.0
407542.18204633554,4360230.277999514,0.0,-1,0,0,0.0
407108.27491419914,4360205.277999514,0.0,-1,0,0,0.0
407513.9927948974,4360096.478313111,0.0,-1,0,0,0.0
407173.08463767776,4360132.210478801,0.0,-1,0,0,0.0
407099.34061932727,4360180.277999514,0.0,-1,0,0,0.0
407530.1360827022,4360173.102087621,0.0,-1,0,0,0.0
407526.3808593919,4360155.277999514,0.0,-1,0,0,0.0
407093.3897114798,4360163.626131815,0.0,-1,0,0,0.0
407154.40595106815,4360138.483698078,0.0,-1,0,0,0.0
407273.0140162088,4360098.649291296,0.0,-1,0,0,0.0
407198.08463767776,4360123.814252387,0.0,-1,0,0,0.0
407229.40595106815,4360113.295018833,0.0,-1,0,0,0.0
407248.0140162088,4360107.04551771,0.0,-1,0,0,0.0
407521.1137970774,4360130.277999514,0.0,-1,0,0,0.0
407304.40595106815,4360088.106339588,0.0,-1,0,0,0.0
407322.9433947399,4360081.880556619,0.0,-1,0,0,0.0
407347.9433947399,4360073.484330203,0.0,-1,0,0,0.0
407379.40595106815,4360062.9176603425,0.0,-1,0,0,0.0
407397.8727732709,4360056.715595527,0.0,-1,0,0,0.0
407508.72573258285,4360071.478313111,0.0,-1,0,0,0.0
407482.70080594945,4360028.226180779,0.0,-1,0,0,0.0
407422.8727732709,4360048.319369111,0.0,-1,0,0,0.0
407454.40595106815,4360037.728981096,0.0,-1,0,0,0.0
407432.07624070876,4361111.3409041865,0.0,-1,0,0,0.0
407691.63616214995,4361062.305111295,0.0,-1,0,0,0.0
407116.90595106815,4360151.078037702,0.0,-1,0,0,0.0
407503.22090106085,4360045.3497465905,0.0,-1,0,0,0.0
